epoch,step,train_loss,val_loss
0,49,0.8702657222747803,
0,99,1.4512516260147095,
0,149,0.849176824092865,
0,199,1.1578222513198853,
0,249,1.575373649597168,
0,299,1.6592823266983032,
0,349,1.2896853685379028,
0,399,1.206667423248291,
0,449,0.8970766067504883,
0,499,1.587878942489624,
0,549,1.0255318880081177,
0,599,1.1311311721801758,
0,649,1.5889865159988403,
0,699,1.0026979446411133,
0,749,2.077629566192627,
0,799,1.5336111783981323,
0,849,1.824823021888733,
0,899,1.6140763759613037,
0,949,1.2662010192871094,
0,999,1.1613720655441284,
0,1049,1.0083861351013184,
0,1099,1.2150630950927734,
0,1149,1.4301979541778564,
0,1199,1.765578269958496,
0,1249,1.2710307836532593,
0,1299,0.9698983430862427,
0,1349,1.1808868646621704,
0,1399,1.031989336013794,
0,1449,1.3585536479949951,
0,1499,1.5923911333084106,
0,1549,1.565847396850586,
0,1599,1.5265270471572876,
0,1649,1.1989268064498901,
0,1699,1.1936367750167847,
0,1749,1.474347472190857,
0,1799,1.1807535886764526,
0,1849,1.0682369470596313,
0,1899,1.5422945022583008,
0,1949,1.5679283142089844,
0,1999,1.3029183149337769,
0,2049,1.0774606466293335,
0,2099,1.2587788105010986,
0,2149,0.9665522575378418,
0,2199,1.3838199377059937,
0,2249,0.8923523426055908,
0,2299,1.409993290901184,
0,2349,1.2496519088745117,
0,2399,0.6927944421768188,
0,2449,1.3529417514801025,
0,2499,1.552088737487793,
0,2549,1.0814697742462158,
0,2599,2.0937142372131348,
0,2649,1.809374451637268,
0,2699,1.186132788658142,
0,2749,1.1691374778747559,
0,2799,1.2478407621383667,
0,2849,1.5406450033187866,
0,2899,1.0934773683547974,
0,2949,1.607519268989563,
0,2999,0.8295282125473022,
0,3049,1.0731927156448364,
0,3099,1.1778227090835571,
0,3149,1.178666591644287,
0,3199,1.5894954204559326,
0,3249,1.910072684288025,
0,3299,1.0961674451828003,
0,3349,1.073284387588501,
0,3399,1.1166309118270874,
0,3449,0.9177345633506775,
0,3499,0.834193229675293,
0,3549,1.2330106496810913,
0,3599,1.4671021699905396,
0,3649,1.6060727834701538,
0,3699,1.2773208618164062,
0,3749,0.9690207242965698,
0,3799,0.7128018736839294,
0,3849,1.0939114093780518,
0,3899,0.785839855670929,
0,3949,1.4261364936828613,
0,3999,0.8062392473220825,
0,4049,1.487912893295288,
0,4099,0.9766858220100403,
0,4149,1.48613440990448,
0,4199,1.0206260681152344,
0,4249,1.3375442028045654,
0,4299,1.271300196647644,
0,4349,1.2442607879638672,
0,4399,1.5812221765518188,
0,4449,1.5236375331878662,
0,4499,1.3004977703094482,
0,4549,1.1916148662567139,
0,4599,0.7865239381790161,
0,4649,1.3110294342041016,
0,4699,2.1106181144714355,
0,4749,2.017310619354248,
0,4799,2.2632126808166504,
0,4849,0.6661198139190674,
0,4899,1.4254987239837646,
0,4949,1.4179165363311768,
0,4999,0.7806486487388611,
0,5049,1.144330620765686,
0,5099,0.6545929908752441,
0,5149,1.2671033143997192,
0,5199,1.1323821544647217,
0,5249,0.9290273785591125,
0,5299,1.344528317451477,
0,5349,1.880989909172058,
0,5399,1.01823091506958,
0,5449,2.236004114151001,
0,5499,0.8991486430168152,
0,5549,1.2555032968521118,
0,5599,1.7559462785720825,
0,5649,1.152291178703308,
0,5699,1.173606276512146,
0,5749,1.390445590019226,
0,5799,1.2202624082565308,
0,5849,1.8959031105041504,
